StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/11/21 4:01,3/11/21 4:10,IP Address,*******,100,541,True,3/11/21 4:10,R_1jCkCcB1OTRIAlq,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ff1ea6823b19b6487c25e04,Black or African-American,Male,31,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Northwest,Strongly Support,Somewhat Support,Strongly agree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,No comments,Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:03,3/11/21 4:11,IP Address,*******,100,462,True,3/11/21 4:11,R_1l5ly4ilSHiEZuw,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e2ec46a316225000cf293ce,White,Male,36,"Professional Degree (PhD, JD, MD)",,Independent,Yes,Moderate,51k-100k,No,,,No,Northeast,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion","Yes, he received material benefits, which violates the NCAA rules. However, i think the NCAA rules are arbitrary and dumb. ",No,,No,No,,No,,Yes,,No,,You're missing an income level in your demographic question. It goes from 50k-100k to 300k+. Good luck with your research!,Agree,Moderately Agree,Disagree,Moderately Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:02,3/11/21 4:11,IP Address,*******,100,557,True,3/11/21 4:11,R_31BhfdXkwfpx9I1,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5df5767076c03b3e5a958413,White,Female,29,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,through gerrymandering black voices are diluted and they don't have adequate representation in our government.,Moderately important,,,,,,,"Yes,Explain your opinion.",he technically violated the rules if he got paid,"No,Explain your opinion",I think it's dumb that athletes don't get paid,No,"No,Explain your opinion",Why wouldn't we pay people for work especially when they bring in so much money for the schools they play for?,no,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:04,3/11/21 4:12,IP Address,*******,100,423,True,3/11/21 4:12,R_297gtevFtGPd7Xy,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5588b9e5fdf99b7f40e7f428,White,Male,46,High School Degree or GED,,Democrat,Yes,Liberal,25k-50k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,They have aleways been looked down on and not given a fair chance,Very important,Agree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:05,3/11/21 4:12,IP Address,*******,100,394,True,3/11/21 4:12,R_1rcb4y9obtK4Yym,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5bc5552a23ecbb00012d6cb5,White,Female,65,High School Degree or GED,,Republican,Yes,Moderate,51k-100k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Moderately Hardworking,Moderately Intelligent,No,Same,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,Yes,,,Agree,Completely Disagree,Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:05,3/11/21 4:12,IP Address,*******,100,446,True,3/11/21 4:12,R_2awSDfOW6xeMB5s,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f050ce9ed50091ab8fa4c4a,White,Female,33,High School Degree or GED,,Independent,No,Moderate,25k-50k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Neutral,Extremely Intelligent,No,Worse,Explain your opinion here.,Yes and no ,Not at all important,,,,,,,Yes,,Yes,,No,Yes,,No,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:07,3/11/21 4:14,IP Address,*******,100,402,True,3/11/21 4:14,R_3fowfl2dLsTUoWS,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6044051ef235ef46052ab305,White,Male,27,"Some College, No Diploma",,Republican,Yes,Conservative,51k-100k,No,,,Yes,Midwest,Somewhat Support,Somewhat Oppose,Strongly agree,Strongly disagree,Extremely Lazy,Moderately Unintelligent,No,Worse,Explain your opinion here.,"The political system is very much in favor blacks at this current time. They�re the only race where it�s easier to get college degrees, government assistance and jobs. All because of diversity and how much it is being forced today in America.",Very important,,,,,,,Yes,,Yes,,No,Yes,,,Agree,Completely Disagree,Agree,Completely Disagree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:04,3/11/21 4:14,IP Address,*******,100,593,True,3/11/21 4:14,R_syY9MuScrIgAsIV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603e370c5ed1c2db2c3bde24,White,Male,35,"Some College, No Diploma",,Independent,Yes,Liberal,25k-50k,No,,,No,Midwest,Somewhat Support,Somewhat Support,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,"In certain areas it is surely, but some areas are making strides against that.",Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,None,Agree,Moderately Disagree,"Agree,Explain your opinion.","They should be able to compete, but maybe not allow fans yet.",Completely Agree,Completely Disagree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/11/21 4:01,3/11/21 4:14,IP Address,*******,100,801,True,3/11/21 4:14,R_1FwCXICIEgZ5OX5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f71de1caffabc067e6e3dad,White,Female,34,Associate's Degree,,Republican,Yes,Conservative,51k-100k,Yes,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,No,Worse,Explain your opinion here.,I think that the issue is very complex and closely related to the bigger picture.,Moderately important,Disagree,Completely Disagree,Agree,Moderately Agree,Neither Agree Nor Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:07,3/11/21 4:15,IP Address,*******,100,485,True,3/11/21 4:15,R_11YrBfIXttBvTZx,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f81b72544cc142755fcedcb,White,Other,33,"Some College, No Diploma",,Democrat,Yes,Liberal,0k-24k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"the war on drugs, 2A rights, the police state. It's all rigged for just about everyone of any racial, sexual, or gender minority, but especially Black Americans.",Very important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:07,3/11/21 4:15,IP Address,*******,100,456,True,3/11/21 4:15,R_1IRdZ0FLXVkMxjc,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e84765c7206730182a6f738,White,Female,48,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Extremely important,Disagree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:10,3/11/21 4:15,IP Address,*******,100,276,True,3/11/21 4:15,R_33BDjj00ZQXjztQ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f48e9e36d9c7b3b69c5ed4f,White,Male,36,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Moderate,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,No,Worse,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,N/A,Disagree,Completely Disagree,Disagree,,Completely Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:08,3/11/21 4:16,IP Address,*******,100,438,True,3/11/21 4:16,R_2dtP8Gt24MAeONV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,604669c1566ed202e731fa85,White,Male,32,"Some College, No Diploma",,Independent,Yes,Moderate,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat agree,Somewhat disagree,Marginally Lazy,Moderately Unintelligent,Yes,Same,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,,Agree,Completely Disagree,"Agree,Explain your opinion.","These players are young and healthy, they will be harmed more by NOT playing",Neither Agree Nor Disagree,Completely Agree,Completely Disagree,Linked Fate Treatment Group
3/11/21 4:07,3/11/21 4:16,IP Address,*******,100,489,True,3/11/21 4:16,R_1FmGkQq2jtMm9nS,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5faeb0771929e6000941ecc5,White,Female,27,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Somewhat Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,No,,No,,No,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:11,3/11/21 4:16,IP Address,*******,100,292,True,3/11/21 4:16,R_1PStCm6TQN15KdK,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fc98fe1b105424d4b03381b,White,Female,39,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Mid Atlantic,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,,Agree,Moderately Agree,Disagree,,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 4:02,3/11/21 4:16,IP Address,*******,100,843,True,3/11/21 4:16,R_1QucEs22Pl8hMq7,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f36c2894b7d680d5ce8d551,White,Male,44,High School Degree or GED,,Republican,Yes,Moderate,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat disagree,Moderately Hardworking,Neutral,Yes,Same,Explain your opinion here.,In the past that was the case but many years of fighting for civil rights have changed that.  ,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,,Disagree,Completely Disagree,"Disagree,Explain your opinion.",Football isn�t important enough to continue through a pandemic ,Neither Agree Nor Disagree,Moderately Agree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:13,3/11/21 4:17,IP Address,*******,100,266,True,3/11/21 4:17,R_pSsG63DbX2Dfp0l,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e79437d60e3c14ed20cc894,Black or African-American,Male,27,"Professional Degree (PhD, JD, MD)",,Democrat,Yes,Liberal,25k-50k,No,,,No,Northeast,Somewhat Support,Somewhat Oppose,Somewhat disagree,Somewhat agree,Marginally Hardworking,Neutral,Yes,Worse,Explain your opinion here.,voter suppression,Moderately important,,,,,,,"Yes,Explain your opinion.",sounds like he had illegally funneled money through his dad's corp,Yes,,No,"No,Explain your opinion",they're all just trying to make money,,Agree,Moderately Agree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:03,3/11/21 4:17,IP Address,*******,100,850,True,3/11/21 4:17,R_3HSLIDOzFlkf2WC,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e88f21055a0250453f46a95,White,Female,32,Associate's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Strongly Support,Strongly Support,Neither agree nor disagree,Somewhat agree,Marginally Hardworking,Marginally Intelligent,No,Worse,No,,Very important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",It was proven that he was giving money to 2 of the players of the team without letting anyone else know about the situation.,"No,Explain your opinion",I believe half of the season would be long enough for him even though this would definately teach him a lesson.,Yes,"No,Explain your opinion",I believe that once all of the money is paid back that he should be able to go right back in.,"Yes,Explain your opinion",Yes it is still stealing even though it was for another player and not for him.,"No,Explain your opinion",I think the puniahement is agreeable to a certain extent.,"No,Explain your opinion",The situation may have turned out differently if he had of done so.,Good study I enjoyed thanks.,Disagree,Moderately Agree,Agree,Moderately Agree,Neither Agree Nor Disagree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:12,3/11/21 4:17,IP Address,*******,100,352,True,3/11/21 4:17,R_1ruMau0fcjzcUu6,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5cfeea9c4954fe00165895e0,White,Male,51,Bachelor's Degree,,Independent,Yes,Moderate,300k-500k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,No,,Slightly important,,,,,,,Yes,,Yes,,No,No,,,Disagree,Completely Disagree,Disagree,Moderately Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:06,3/11/21 4:18,IP Address,*******,100,744,True,3/11/21 4:18,R_wYnPpjEuGv7ZwAh,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d3515c39ce6590017010766,White,Female,39,"Master's Degree (MS, MBA, MED)",,Republican,Yes,Conservative,51k-100k,No,,,No,Southeast,Strongly Support,Strongly Support,Somewhat agree,Somewhat disagree,Marginally Hardworking,Marginally Intelligent,No,Same,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,Yes,,none,Disagree,Completely Disagree,Disagree,Completely Disagree,Completely Agree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:15,3/11/21 4:19,IP Address,*******,100,252,True,3/11/21 4:19,R_cI3SYsb66gFepTr,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dd33bd8f01cbe3350807cf6,White,Male,40,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,Northeast,Somewhat Support,Somewhat Support,Somewhat agree,Strongly disagree,Moderately Hardworking,Moderately Intelligent,No,Same,Explain your opinion here.,It is equal,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,,Agree,Completely Disagree,"Agree,Explain your opinion.",They can compete under the same guidelines in place for professional sports,Completely Agree,Completely Disagree,Completely Disagree,Linked Fate Treatment Group
3/11/21 4:15,3/11/21 4:19,IP Address,*******,100,227,True,3/11/21 4:19,R_3nwTRx849XReVLk,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5eb16658744ab3253ba26252,White,Female,27,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,Yes,,,No,Midwest,Strongly Support,Somewhat Support,Strongly disagree,Strongly agree,Extremely Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,,Agree,Moderately Agree,Disagree,,Completely Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:13,3/11/21 4:20,IP Address,*******,100,422,True,3/11/21 4:20,R_1is1wxYYVhRmPL3,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5febbf353cc53cce4cec36e3,White,,31,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Strongly Support,Somewhat Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,Racism is baked into the structure of many of our institutions ,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,,Agree,Moderately Disagree,"Disagree,Explain your opinion.",Only if coronavirus protocols are in place and proven to be effective. And it should still be a player's choice,Completely Agree,Moderately Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:07,3/11/21 4:20,IP Address,*******,100,744,True,3/11/21 4:20,R_yQuIjtbLoG4fIA1,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c0676a61a20110001ea1a24,White,Female,53,Associate's Degree,,Independent,Yes,Liberal,25k-50k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Neither agree nor disagree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,"there are predominately more black fathers in prison than white ones, therefore more single black mothers who have to work leaving more black children poorly supervised and left with out guidance",Very important,,,,,,,"No,Explain your opinion.","I do not know if he did or not. Sounds like his dad may be wealthy, and it was he who supplied the car and apartment.","No,Explain your opinion","the investigation should be done quickly and if found innocent, he should be allowed to play asap",No,"No,Explain your opinion",only if found guilty of taking funds via a violated manner,no thank you,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:03,3/11/21 4:20,IP Address,*******,100,1017,True,3/11/21 4:20,R_31iuJjWQvSUSxq6,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603e7f11e198adefb929b4b0,"White,Hispanic/Latinx",Other,24,"Some College, No Diploma",,Independent,Yes,Liberal,25k-50k,No,,,No,Northeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"I think that the American political system is set up to benefit the wealthy, if you are already there/""at the top"" it is easier to remain there. Black Americans have systemic racism barriers that make it harder for the average lower class/less wealthy person to achieve social/wealth mobility. Additionally, even wealthy Black Americans will face systemic racism difficulties, assumptions, and risks (police racism).",Extremely important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:02,3/11/21 4:20,IP Address,*******,100,1112,True,3/11/21 4:20,R_XsP2J3OyfJE6Qpz,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fef0bd950a7191d8c565f14,White,Female,31,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Moderate,0k-24k,No,,,No,Northeast,Strongly Support,Strongly Support,Somewhat disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,No,,Extremely important,Agree,Completely Agree,Disagree,Completely Agree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:04,3/11/21 4:20,IP Address,*******,100,1001,True,3/11/21 4:20,R_2UYJ8qVlbJqtRyS,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,56fdff4ee0f9ff000f19c466,White,Female,74,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Mid Atlantic,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Neutral,Neutral,No,Worse,Explain your opinion here.,"At this point in time, I don't think it's set up purposely for black people to fail, but I DO think that the system has that effect.",Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,"FYI: I know nothing about college athletics and barely understand the story.  I do admit that Jake's activism made me feel more kindly disposed towards him.  I don't know enough about the law to decide if he technically received compensation.  It seems that money went to his father, who perhaps used it to buy things for his son.  ",Agree,Completely Disagree,"Disagree,Explain your opinion.",It just seems to me that not getting sick - which might have lasting effects - and not making others sick is more important than the sport and the income to the school.  ,Completely Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:04,3/11/21 4:20,IP Address,*******,100,1010,True,3/11/21 4:20,R_1IboLwD9b3ZFrrU,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c4d1a6c9ce35100019dbc88,White,Male,33,Bachelor's Degree,,Independent,Yes,Moderate,300k-500k,No,,,No,Midwest,Somewhat Support,Somewhat Support,Strongly disagree,Somewhat agree,Marginally Hardworking,Neutral,Yes,Worse,Yes,,Slightly important,Disagree,Completely Disagree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:15,3/11/21 4:20,IP Address,*******,100,352,True,3/11/21 4:20,R_sFCLesbm409VgTn,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c3c7913b4f22c0001a0809c,White,Male,68,High School Degree or GED,,Republican,Yes,Conservative,25k-50k,No,,,No,Midwest,Strongly Support,Somewhat Support,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Neutral,Yes,Same,Explain your opinion here.,"I think this is false, I don't see the difference",Not at all important,Disagree,Completely Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:09,3/11/21 4:21,IP Address,*******,100,694,True,3/11/21 4:21,R_3Kqg6GBewoEnLs8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ec47b2d91b37736ce88f3d6,Asian or Asian American,Male,25,"Some College, No Diploma",,Democrat,Yes,Liberal,25k-50k,No,,,No,Northeast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:15,3/11/21 4:21,IP Address,*******,100,341,True,3/11/21 4:21,R_3fPlGsiZmIsDxEV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe508e86079e12a8a3b2427,White,Male,29,Bachelor's Degree,,Independent,Yes,Conservative,25k-50k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Strongly disagree,Neutral,Neutral,No,Worse,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,Yes,,"No,Explain your opinion",They should be allowed to make money so it is not fair.,No,No,,No,,No,,No,,,Agree,Completely Disagree,Agree,Completely Agree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:12,3/11/21 4:22,IP Address,*******,100,592,True,3/11/21 4:22,R_2rxwWl9XzqCIrow,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f96f0e914aedf0208ab334d,Black or African-American,Male,34,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,Yes,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,Explain your opinion,"It was his father that was guilty of that, Jake Thomas might know nothing about it",No,,No,No,,Yes,,Yes,,No,,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:02,3/11/21 4:22,IP Address,*******,100,1217,True,3/11/21 4:22,R_22FH5tj8nT3tz4Z,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f4e3cb2ab878aa1985bf0c1,White,Male,23,Bachelor's Degree,,Democrat,Yes,Moderate,0k-24k,No,,,No,Northeast,Strongly Support,Strongly Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,No,,Extremely important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,Yes,,No,,none,Agree,Moderately Agree,Disagree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
